1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06
2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06
5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06
1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.005320000000000058e-05,1.092170000000000082e-05,8.062979999999999160e-06,1.008490000000000063e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05
2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,1.165930000000000033e-05,2.184340000000000164e-05,9.088839999999999533e-06,6.595659999999999968e-06,6.434540000000000230e-06,7.054799999999999777e-06,7.241989999999999589e-06,7.289490000000000405e-06,7.307190000000000252e-06
5.460929999999999907e-05,5.460929999999999907e-05,5.460929999999999907e-05,3.259649999999999869e-05,1.901400000000000125e-05,2.520169999999999962e-05,8.171479999999999900e-06,9.752870000000000696e-06,1.022409999999999923e-05,1.001740000000000001e-05,9.968939999999999797e-06,9.955900000000000681e-06,9.944719999999999545e-06
1.092189999999999990e-04,1.092189999999999990e-04,1.092189999999999990e-04,2.838309999999999935e-05,1.988569999999999834e-05,1.522899999999999937e-05,8.627829999999999351e-06,8.866250000000000026e-06,7.644350000000000765e-06,7.905119999999999625e-06,8.035510000000000252e-06,8.076490000000000662e-06,8.087659999999999405e-06
2.184370000000000094e-04,2.184370000000000094e-04,2.097120000000000006e-04,2.621870000000000022e-05,2.037749999999999929e-05,3.117350000000000231e-05,8.188250000000000758e-06,9.499549999999999536e-06,7.025930000000000340e-06,6.817309999999999786e-06,6.854560000000000149e-06,6.862010000000000391e-06,6.854560000000000149e-06
3.482720000000000021e-04,3.427880000000000120e-04,2.296280000000000044e-04,2.446779999999999975e-05,1.615299999999999934e-05,2.041469999999999955e-05,9.715620000000000332e-06,6.645950000000000295e-06,5.960490000000000085e-06,6.496939999999999836e-06,6.616140000000000321e-06,6.616140000000000321e-06,6.616140000000000321e-06
3.576890000000000104e-04,3.128669999999999845e-04,2.103460000000000084e-04,2.533210000000000095e-05,1.996769999999999857e-05,3.224630000000000329e-05,8.106289999999999937e-06,5.960490000000000085e-06,5.841279999999999747e-06,5.900889999999999842e-06,5.960490000000000085e-06,5.960490000000000085e-06,5.841279999999999747e-06
3.452320000000000041e-04,3.109000000000000218e-04,2.084979999999999950e-04,2.372279999999999926e-05,8.583129999999999593e-06,3.123309999999999748e-05,8.821550000000000268e-06,1.084810000000000037e-05,8.344710000000000612e-06,7.987080000000000446e-06,7.987080000000000446e-06,7.748659999999999771e-06,7.748659999999999771e-06
3.271120000000000082e-04,3.266349999999999787e-04,2.272139999999999967e-04,3.814719999999999960e-05,1.716629999999999860e-05,3.147149999999999845e-05,8.106289999999999937e-06,7.629450000000000280e-06,8.821550000000000268e-06,8.821550000000000268e-06,8.821550000000000268e-06,8.821550000000000268e-06,8.821550000000000268e-06
3.204360000000000064e-04,3.247279999999999850e-04,2.136240000000000133e-04,3.862400000000000154e-05,1.287470000000000059e-05,2.717980000000000022e-05,8.106289999999999937e-06,1.096729999999999916e-05,8.106289999999999937e-06,7.629450000000000280e-06,7.152590000000000072e-06,7.152590000000000072e-06,7.152590000000000072e-06
4.014989999999999857e-04,3.623979999999999953e-04,2.365120000000000015e-04,3.051780000000000112e-05,1.621260000000000127e-05,2.670300000000000166e-05,7.629450000000000280e-06,1.049050000000000061e-05,1.049050000000000061e-05,1.049050000000000061e-05,1.049050000000000061e-05,1.049050000000000061e-05,9.536799999999999900e-06
3.871939999999999930e-04,3.528609999999999950e-04,2.498649999999999938e-04,3.623989999999999839e-05,1.144419999999999963e-05,2.479560000000000024e-05,7.629450000000000280e-06,1.144419999999999963e-05,7.629450000000000280e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06
3.700269999999999861e-04,3.700269999999999861e-04,2.555869999999999908e-04,2.670300000000000166e-05,1.144419999999999963e-05,3.051780000000000112e-05,7.629450000000000280e-06,7.629450000000000280e-06,7.629450000000000280e-06,7.629450000000000280e-06,7.629450000000000280e-06,7.629450000000000280e-06,7.629450000000000280e-06
