1.403160000000000025e+02,1.403160000000000025e+02,1.403160000000000025e+02,1.403220000000000027e+02,1.403220000000000027e+02,1.403160000000000025e+02,1.270439999999999969e+02,-6.197999999999999687e+01,-1.725300000000000011e+02,-8.044799999999999329e+01,1.381860000000000070e+02,1.304699999999999989e+02,1.307400000000000091e+02,1.310219999999999914e+02,1.312680000000000007e+02,1.313580000000000041e+02,1.314060000000000059e+02,1.314120000000000061e+02,1.314180000000000064e+02,1.314180000000000064e+02
1.314180000000000064e+02,1.314180000000000064e+02,1.314180000000000064e+02,1.314180000000000064e+02,1.314120000000000061e+02,-3.890999999999999659e+01,6.327000000000000313e+01,7.803000000000000114e+01,7.698000000000000398e+00,1.518240000000000123e+02,1.673640000000000043e+02,1.645620000000000118e+02,1.639979999999999905e+02,1.640519999999999925e+02,1.638540000000000134e+02,1.638180000000000121e+02,1.637880000000000109e+02,1.637820000000000107e+02,1.637820000000000107e+02,1.637820000000000107e+02
1.637820000000000107e+02,1.637820000000000107e+02,1.637760000000000105e+02,1.637760000000000105e+02,1.637760000000000105e+02,1.559639999999999986e+02,4.835399999999999920e+01,-1.316220000000000141e+02,1.121400000000000006e+02,-1.480260000000000105e+02,1.642620000000000005e+02,1.585080000000000098e+02,1.570080000000000098e+02,1.551839999999999975e+02,1.552560000000000002e+02,1.553640000000000043e+02,1.553160000000000025e+02,1.552920000000000016e+02,1.552920000000000016e+02,1.552920000000000016e+02
1.552860000000000014e+02,1.552860000000000014e+02,1.552860000000000014e+02,1.552800000000000011e+02,4.672200000000000131e+01,1.203599999999999959e+01,1.447680000000000007e+02,1.135619999999999976e+02,-1.011299999999999955e+02,9.458400000000000318e+01,1.336260000000000048e+02,1.434480000000000075e+02,1.509600000000000080e+02,1.517340000000000089e+02,1.517640000000000100e+02,1.516560000000000059e+02,1.515960000000000036e+02,1.515780000000000030e+02,1.515720000000000027e+02,1.515660000000000025e+02
1.515540000000000020e+02,1.515540000000000020e+02,1.515480000000000018e+02,-5.806799999999999784e+01,5.193599999999999994e+01,3.668999999999999773e+01,-1.407659999999999911e+02,-8.216400000000000148e+01,1.432500000000000000e+02,-1.552139999999999986e+02,-1.646519999999999868e+02,1.625639999999999930e+02,1.568340000000000032e+02,1.549079999999999870e+02,1.544639999999999986e+02,1.543139999999999930e+02,1.542419999999999902e+02,1.542119999999999891e+02,1.542059999999999889e+02,1.542059999999999889e+02
1.542059999999999889e+02,1.541699999999999875e+02,1.541579999999999870e+02,2.590800000000000125e+01,6.541200000000000614e+01,2.721000000000000085e+01,1.380000000000000000e+02,5.650800000000000267e+01,9.538200000000000500e+01,1.428959999999999866e+02,1.784699999999999989e+02,1.650480000000000018e+02,1.597620000000000005e+02,1.581059999999999945e+02,1.578000000000000114e+02,1.578420000000000130e+02,1.578480000000000132e+02,1.578420000000000130e+02,1.578180000000000121e+02,1.578240000000000123e+02
1.577940000000000111e+02,1.577760000000000105e+02,1.296719999999999970e+02,1.535939999999999941e+02,-1.679879999999999995e+02,4.296000000000000085e+01,4.599000000000000199e+01,-9.466200000000000614e+01,-1.539720000000000084e+02,1.541639999999999873e+02,1.616759999999999877e+02,1.537920000000000016e+02,1.581479999999999961e+02,1.566599999999999966e+02,1.568940000000000055e+02,1.570260000000000105e+02,1.569840000000000089e+02,1.569360000000000070e+02,1.569180000000000064e+02,1.569060000000000059e+02
1.568700000000000045e+02,9.979200000000000159e+01,-1.253940000000000055e+02,3.649799999999999756e+01,-1.499939999999999998e+02,-5.349000000000000199e+01,-1.170420000000000016e+02,4.885799999999999699e+01,5.905199999999999960e+01,8.437199999999999989e+01,1.311719999999999970e+02,1.522379999999999995e+02,1.489259999999999877e+02,1.512299999999999898e+02,1.508940000000000055e+02,1.506599999999999966e+02,1.507019999999999982e+02,1.507199999999999989e+02,1.507199999999999989e+02,1.505699999999999932e+02
1.504679999999999893e+02,1.735200000000000102e+02,-7.352400000000000091e+01,9.503999999999999559e+00,1.049579999999999984e+02,1.098000000000000043e+01,1.230480000000000018e+02,1.186800000000000033e+01,-1.792620000000000005e+02,1.344720000000000084e+02,1.366440000000000055e+02,1.449840000000000089e+02,1.418400000000000034e+02,1.418280000000000030e+02,1.423859999999999957e+02,1.424459999999999980e+02,1.423259999999999934e+02,1.420020000000000095e+02,1.419600000000000080e+02,1.418400000000000034e+02
-1.427640000000000100e+02,-1.104839999999999947e+02,-7.668000000000000682e+01,-1.654799999999999827e+01,-1.127039999999999935e+02,1.299780000000000086e+02,1.097399999999999949e+02,-8.819400000000000261e+01,-4.031400000000000006e+01,1.576380000000000052e+02,-1.756860000000000070e+02,1.640279999999999916e+02,1.638420000000000130e+02,1.627139999999999986e+02,1.620480000000000018e+02,1.619879999999999995e+02,1.620540000000000020e+02,1.619339999999999975e+02,1.618139999999999930e+02,1.615020000000000095e+02
