1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06
2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,1.688610000000000084e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06
5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06
9.780339999999999604e-06,9.779410000000000614e-06,9.778479999999999930e-06,9.778009999999999239e-06,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,3.838940000000000043e-06,1.092170000000000082e-05,1.092170000000000082e-05,8.766129999999999365e-06,8.896519999999999992e-06,9.136800000000000341e-06,9.217819999999999779e-06,9.235050000000000629e-06,9.233659999999999953e-06,9.231789999999999579e-06,9.230860000000000589e-06,9.230860000000000589e-06
9.230400000000000597e-06,9.229459999999999214e-06,9.227599999999999540e-06,2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,1.776700000000000116e-05,2.090089999999999838e-05,1.347260000000000040e-05,8.130499999999999490e-06,7.482269999999999938e-06,7.064109999999999693e-06,6.970980000000000129e-06,6.926280000000000370e-06,6.928140000000000044e-06,6.932790000000000076e-06,6.934659999999999602e-06,6.935590000000000286e-06,6.934659999999999602e-06
6.934659999999999602e-06,6.934659999999999602e-06,6.930930000000000402e-06,5.460929999999999907e-05,5.460929999999999907e-05,5.460929999999999907e-05,5.460929999999999907e-05,2.401149999999999872e-05,1.071770000000000074e-05,1.898420000000000028e-05,9.236919999999999308e-06,1.112940000000000054e-05,1.109210000000000007e-05,1.085370000000000079e-05,1.082950000000000025e-05,1.081640000000000032e-05,1.080149999999999984e-05,1.079410000000000055e-05,1.078850000000000013e-05,1.078480000000000049e-05
1.077729999999999929e-05,1.077359999999999965e-05,1.092189999999999990e-04,1.092189999999999990e-04,1.092189999999999990e-04,1.092189999999999990e-04,7.385059999999999390e-05,1.288209999999999987e-05,1.577299999999999959e-05,1.994900000000000162e-05,1.451379999999999985e-05,1.146279999999999976e-05,1.099340000000000049e-05,1.085929999999999952e-05,1.074380000000000037e-05,1.073259999999999953e-05,1.073259999999999953e-05,1.072889999999999989e-05,1.071770000000000074e-05,1.071399999999999940e-05
1.069159999999999941e-05,2.184370000000000094e-04,2.184370000000000094e-04,2.184370000000000094e-04,2.184370000000000094e-04,2.081999999999999921e-04,7.773979999999999725e-05,1.500550000000000058e-05,4.291560000000000294e-06,1.107910000000000036e-05,4.723700000000000191e-06,6.847109999999999907e-06,6.593789999999999595e-06,6.742800000000000054e-06,6.847109999999999907e-06,6.824760000000000028e-06,6.809860000000000391e-06,6.794959999999999907e-06,6.794959999999999907e-06,6.794959999999999907e-06
6.765159999999999785e-06,3.244899999999999781e-04,3.851670000000000072e-04,3.743490000000000034e-04,3.641860000000000127e-04,2.093320000000000077e-04,8.454970000000000129e-05,1.642120000000000127e-05,1.934179999999999835e-05,1.928219999999999980e-05,1.314290000000000083e-05,9.983840000000000282e-06,1.019249999999999940e-05,9.805019999999999849e-06,9.715620000000000332e-06,9.715620000000000332e-06,9.685810000000000358e-06,9.656009999999999390e-06,9.626210000000000116e-06,9.596410000000000842e-06
3.420729999999999756e-04,3.179929999999999758e-04,3.889219999999999873e-04,3.782529999999999985e-04,3.535769999999999929e-04,2.287040000000000112e-04,8.249330000000000519e-05,2.115980000000000026e-05,1.430520000000000027e-06,1.949079999999999980e-05,6.616140000000000321e-06,9.536799999999999900e-06,9.775220000000000575e-06,9.954030000000000308e-06,9.954030000000000308e-06,9.894430000000000065e-06,9.775220000000000575e-06,9.715620000000000332e-06,9.715620000000000332e-06,9.536799999999999900e-06
3.923199999999999843e-04,3.374830000000000212e-04,4.330890000000000000e-04,3.964920000000000250e-04,3.496430000000000132e-04,2.267369999999999943e-04,7.033390000000000095e-05,2.372279999999999926e-05,1.931200000000000077e-05,2.741830000000000141e-06,7.629450000000000280e-06,7.033379999999999735e-06,7.271800000000000410e-06,7.152590000000000072e-06,7.033379999999999735e-06,7.033379999999999735e-06,6.914170000000000244e-06,6.794959999999999907e-06,6.794959999999999907e-06,6.675750000000000416e-06
