1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06,1.092160000000000060e-06
2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06,2.184320000000000120e-06
5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,8.435490000000000317e-07,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06,5.460839999999999710e-06
1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,9.076260000000000409e-06,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05,1.092170000000000082e-05
2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,2.184340000000000164e-05,1.229539999999999920e-05,2.184340000000000164e-05,9.335640000000000287e-06,1.369140000000000075e-05,1.095610000000000002e-05,1.047740000000000069e-05,1.036200000000000006e-05,1.033220000000000079e-05,1.031999999999999945e-05
5.460929999999999907e-05,5.460929999999999907e-05,5.460929999999999907e-05,2.726180000000000045e-05,1.570220000000000020e-05,1.675269999999999971e-05,8.558909999999999340e-06,9.566599999999999174e-06,9.559149999999999779e-06,9.434359999999999573e-06,9.369160000000000603e-06,9.344949999999999356e-06,9.335640000000000287e-06
1.092189999999999990e-04,1.092189999999999990e-04,1.092189999999999990e-04,3.978630000000000225e-05,5.044070000000000141e-06,2.554439999999999890e-05,8.158440000000000784e-06,4.895059999999999682e-06,8.415490000000000297e-06,9.372890000000000651e-06,9.607579999999999584e-06,9.659739999999999437e-06,9.678359999999999269e-06
2.184370000000000094e-04,2.184370000000000094e-04,2.037150000000000104e-04,3.930199999999999742e-05,3.457080000000000196e-06,1.607849999999999861e-05,9.812469999999999244e-06,7.934929999999999599e-06,9.156819999999999855e-06,9.581499999999999658e-06,9.693259999999999753e-06,9.723069999999999727e-06,9.723069999999999727e-06
3.415359999999999772e-04,3.226419999999999917e-04,2.030740000000000008e-04,2.554070000000000095e-05,1.788150000000000151e-05,2.673279999999999924e-05,7.927480000000000204e-06,3.576290000000000110e-06,5.036619999999999899e-06,5.483660000000000281e-06,5.632669999999999893e-06,5.662470000000000014e-06,5.632669999999999893e-06
3.229989999999999749e-04,3.029719999999999852e-04,2.204789999999999875e-04,2.634540000000000021e-05,2.384199999999999975e-06,1.651060000000000079e-05,8.463920000000000102e-06,5.841279999999999747e-06,7.808270000000000713e-06,8.583129999999999593e-06,8.821550000000000268e-06,8.761939999999999326e-06,8.761939999999999326e-06
3.101840000000000239e-04,3.142379999999999956e-04,2.080209999999999926e-04,3.910089999999999692e-05,1.692780000000000079e-05,1.728549999999999908e-05,7.748659999999999771e-06,7.867869999999999261e-06,8.225499999999999427e-06,8.344710000000000612e-06,8.344710000000000612e-06,8.225499999999999427e-06,8.225499999999999427e-06
3.342649999999999853e-04,3.037469999999999905e-04,2.002729999999999983e-04,3.814719999999999960e-05,8.583129999999999593e-06,3.051780000000000112e-05,8.821550000000000268e-06,1.287470000000000059e-05,1.049050000000000061e-05,9.536799999999999900e-06,9.298379999999999225e-06,9.059960000000000243e-06,9.059960000000000243e-06
3.409400000000000256e-04,3.027929999999999858e-04,2.193460000000000104e-04,2.384199999999999975e-05,1.382829999999999938e-05,2.384199999999999975e-05,8.583129999999999593e-06,1.144419999999999963e-05,9.536799999999999900e-06,9.059960000000000243e-06,9.059960000000000243e-06,9.059960000000000243e-06,8.583129999999999593e-06
4.186649999999999768e-04,4.024519999999999747e-04,2.546329999999999861e-04,3.623989999999999839e-05,8.583129999999999593e-06,3.242520000000000254e-05,7.629450000000000280e-06,0.000000000000000000e+00,9.536820000000000028e-07,1.907359999999999895e-06,1.907359999999999895e-06,1.907359999999999895e-06,1.907359999999999895e-06
4.100819999999999813e-04,4.043599999999999842e-04,2.651229999999999754e-04,4.196190000000000223e-05,2.098100000000000122e-05,2.479560000000000024e-05,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06,5.722080000000000109e-06
4.081740000000000259e-04,3.814719999999999960e-04,2.517719999999999876e-04,2.670300000000000166e-05,1.907359999999999980e-05,2.288829999999999904e-05,3.814729999999999643e-06,3.814729999999999643e-06,3.814729999999999643e-06,3.814729999999999643e-06,3.814729999999999643e-06,3.814729999999999643e-06,3.814729999999999643e-06
