# sens: 25
# slope: 3
# t_int: 8
# ref_v: 0.1
# freqini: 50080freqfini: 50110n_med: 100Los datos estan ordenados de forma freqs, rs, ts.
5.008000000000000000e+04,6.491139999999999410e-02,-1.133820000000000050e+02
5.008030303030303185e+04,6.680350000000000177e-02,-1.134539999999999935e+02
5.008060606060606369e+04,6.802420000000000688e-02,-1.136340000000000003e+02
5.008090909090908826e+04,6.930590000000000361e-02,-1.138439999999999941e+02
5.008121212121212011e+04,7.058760000000000034e-02,-1.140360000000000014e+02
5.008151515151515196e+04,7.199139999999999706e-02,-1.142459999999999951e+02
5.008181818181818380e+04,7.339529999999999665e-02,-1.144620000000000033e+02
5.008212121212121565e+04,7.489060000000000161e-02,-1.146959999999999980e+02
5.008242424242424022e+04,7.644700000000000106e-02,-1.149240000000000066e+02
5.008272727272727207e+04,7.803390000000000326e-02,-1.151820000000000022e+02
5.008303030303030391e+04,7.974290000000000544e-02,-1.154399999999999977e+02
5.008333333333333576e+04,8.154340000000000199e-02,-1.157159999999999940e+02
5.008363636363636033e+04,8.337450000000000416e-02,-1.160040000000000049e+02
5.008393939393939218e+04,8.532760000000000344e-02,-1.163160000000000025e+02
5.008424242424242402e+04,8.737229999999999996e-02,-1.166400000000000006e+02
5.008454545454545587e+04,8.950850000000000473e-02,-1.169639999999999986e+02
5.008484848484848771e+04,9.176679999999999560e-02,-1.173119999999999976e+02
5.008515151515151229e+04,9.414720000000000033e-02,-1.176839999999999975e+02
5.008545454545454413e+04,9.664960000000000218e-02,-1.180799999999999983e+02
5.008575757575757598e+04,9.930469999999999575e-02,-1.185060000000000002e+02
5.008606060606060782e+04,1.020820000000000061e-01,-1.189440000000000026e+02
5.008636363636363967e+04,1.050719999999999987e-01,-1.194000000000000057e+02
5.008666666666666424e+04,1.081850000000000034e-01,-1.199039999999999964e+02
5.008696969696969609e+04,1.115420000000000023e-01,-1.204320000000000022e+02
5.008727272727272793e+04,1.150820000000000037e-01,-1.209959999999999951e+02
5.008757575757575978e+04,1.188659999999999994e-01,-1.216080000000000041e+02
5.008787878787878435e+04,1.228950000000000042e-01,-1.222439999999999998e+02
5.008818181818181620e+04,1.272290000000000088e-01,-1.229519999999999982e+02
5.008848484848484804e+04,1.318670000000000120e-01,-1.237019999999999982e+02
5.008878787878787989e+04,1.368109999999999882e-01,-1.245120000000000005e+02
5.008909090909091174e+04,1.421520000000000006e-01,-1.253940000000000055e+02
5.008939393939393631e+04,1.479199999999999959e-01,-1.263419999999999987e+02
5.008969696969696815e+04,1.541150000000000020e-01,-1.273859999999999957e+02
5.009000000000000000e+04,1.608289999999999997e-01,-1.285200000000000102e+02
5.009030303030303185e+04,1.680919999999999914e-01,-1.297620000000000005e+02
