# sens: 23
# slope: 3
# t_int: 8
# ref_v: 0.1
# freqini: 50000freqfini: 50200n_med: 100Los datos estan ordenados de forma freqs, rs, ts.
5.009292929292929330e+04,1.092189999999999966e-01,-1.479840000000000089e+02
5.009494949494949833e+04,1.092189999999999966e-01,1.798139999999999930e+02
5.009696969696969609e+04,1.092189999999999966e-01,1.378739999999999952e+02
5.009898989898990112e+04,1.092189999999999966e-01,1.132379999999999995e+02
5.010101010101009888e+04,1.092189999999999966e-01,1.015199999999999960e+02
5.010303030303030391e+04,1.092189999999999966e-01,9.523799999999999955e+01
5.010505050505050167e+04,9.252979999999999539e-02,9.140999999999999659e+01
5.010707070707070670e+04,7.623720000000000496e-02,8.884799999999999898e+01
5.010909090909091174e+04,6.452990000000000115e-02,8.704200000000000159e+01
5.011111111111110949e+04,5.572919999999999957e-02,8.568600000000000705e+01
5.011313131313131453e+04,4.888560000000000128e-02,8.462999999999999545e+01
5.011515151515151229e+04,4.341910000000000214e-02,8.380200000000000671e+01
5.011717171717171732e+04,3.894829999999999820e-02,8.312999999999999545e+01
5.011919191919192235e+04,3.522900000000000337e-02,8.256000000000000227e+01
5.012121212121212011e+04,3.209329999999999822e-02,8.209199999999999875e+01
5.012323232323232514e+04,2.940380000000000077e-02,8.168999999999999773e+01
5.012525252525252290e+04,2.707299999999999984e-02,8.134199999999999875e+01
5.012727272727272793e+04,2.503980000000000095e-02,8.104200000000000159e+01
5.012929292929292569e+04,2.324690000000000090e-02,8.077800000000000580e+01
5.013131313131313073e+04,2.165620000000000045e-02,8.054999999999999716e+01
5.013333333333333576e+04,2.023329999999999920e-02,8.035800000000000409e+01
5.013535353535353352e+04,1.895530000000000131e-02,8.017799999999999727e+01
5.013737373737373855e+04,1.779949999999999935e-02,8.002800000000000580e+01
5.013939393939393631e+04,1.675050000000000150e-02,7.988400000000000034e+01
5.014141414141414134e+04,1.578919999999999976e-02,7.976399999999999579e+01
5.014343434343434637e+04,1.491929999999999992e-02,7.965000000000000568e+01
5.014545454545454413e+04,1.411059999999999919e-02,7.954800000000000182e+01
5.014747474747474917e+04,1.337059999999999985e-02,7.946999999999999886e+01
5.014949494949494692e+04,1.268009999999999970e-02,7.938599999999999568e+01
5.015151515151515196e+04,1.204689999999999928e-02,7.931999999999999318e+01
5.015353535353535699e+04,1.145179999999999983e-02,7.926600000000000534e+01
5.015555555555555475e+04,1.090250000000000073e-02,7.921800000000000352e+01
5.015757575757575978e+04,1.038369999999999918e-02,7.915800000000000125e+01
5.015959595959595754e+04,9.899200000000000360e-03,7.913400000000000034e+01
5.016161616161616257e+04,9.445250000000000520e-03,7.907999999999999829e+01
5.016363636363636033e+04,9.017999999999999974e-03,7.904999999999999716e+01
5.016565656565656536e+04,8.613650000000000473e-03,7.902599999999999625e+01
5.016767676767677040e+04,8.235990000000000325e-03,7.898999999999999488e+01
5.016969696969696815e+04,7.877409999999999621e-03,7.895399999999999352e+01
5.017171717171717319e+04,7.537870000000000334e-03,7.893600000000000705e+01
5.017373737373737094e+04,7.217440000000000314e-03,7.890000000000000568e+01
5.017575757575757598e+04,6.908450000000000008e-03,7.887600000000000477e+01
5.017777777777778101e+04,6.614710000000000208e-03,7.884600000000000364e+01
5.017979797979797877e+04,6.336239999999999928e-03,7.881600000000000250e+01
5.018181818181818380e+04,6.073030000000000095e-03,7.880400000000000205e+01
5.018383838383838156e+04,5.821259999999999976e-03,7.878000000000000114e+01
5.018585858585858659e+04,5.577119999999999647e-03,7.877400000000000091e+01
5.018787878787878435e+04,5.348239999999999765e-03,7.871999999999999886e+01
5.018989898989898938e+04,5.126979999999999732e-03,7.871999999999999886e+01
5.019191919191919442e+04,4.913360000000000297e-03,7.869599999999999795e+01
5.019393939393939218e+04,4.711179999999999708e-03,7.865999999999999659e+01
5.019595959595959721e+04,4.512819999999999852e-03,7.867199999999999704e+01
5.019797979797979497e+04,4.325899999999999711e-03,7.862999999999999545e+01
5.020000000000000000e+04,4.142790000000000361e-03,7.863599999999999568e+01
