# sens: 25
# slope: 3
# t_int: 8
# ref_v: 0.1
# freqini: 45000freqfini: 55000n_med: 200Los datos estan ordenados de forma freqs, rs, ts.
4.500000000000000000e+04,4.272490000000000315e-03,-1.044180000000000064e+02
4.505025125628140813e+04,4.821810000000000158e-03,-1.031700000000000017e+02
4.510050251256281626e+04,4.821810000000000158e-03,-1.033679999999999950e+02
4.515075376884422440e+04,4.821810000000000158e-03,-1.033199999999999932e+02
4.520100502512562525e+04,4.821810000000000158e-03,-1.033199999999999932e+02
4.525125628140703338e+04,4.821810000000000158e-03,-1.033199999999999932e+02
4.530150753768844152e+04,4.852320000000000244e-03,-1.030799999999999983e+02
4.535175879396984965e+04,4.852320000000000244e-03,-1.030799999999999983e+02
4.540201005025125778e+04,4.882840000000000270e-03,-1.030379999999999967e+02
4.545226130653266591e+04,4.882840000000000270e-03,-1.032300000000000040e+02
4.550251256281406677e+04,4.882840000000000270e-03,-1.032300000000000040e+02
4.555276381909547490e+04,4.882840000000000270e-03,-1.033739999999999952e+02
4.560301507537688303e+04,4.882840000000000270e-03,-1.033739999999999952e+02
4.565326633165829116e+04,4.882840000000000270e-03,-1.033739999999999952e+02
4.570351758793969930e+04,4.913360000000000297e-03,-1.033319999999999936e+02
4.575376884422110743e+04,4.913360000000000297e-03,-1.031400000000000006e+02
4.580402010050251556e+04,4.913360000000000297e-03,-1.030979999999999990e+02
4.585427135678391642e+04,4.913360000000000297e-03,-1.032840000000000060e+02
4.590452261306532455e+04,4.943880000000000323e-03,-1.032420000000000044e+02
4.595477386934673268e+04,4.943880000000000323e-03,-1.034279999999999973e+02
4.600502512562814081e+04,4.943880000000000323e-03,-1.034279999999999973e+02
4.605527638190954895e+04,4.943880000000000323e-03,-1.035720000000000027e+02
4.610552763819095708e+04,4.943880000000000323e-03,-1.035720000000000027e+02
4.615577889447236521e+04,4.974400000000000349e-03,-1.033379999999999939e+02
4.620603015075376607e+04,4.974400000000000349e-03,-1.033379999999999939e+02
4.625628140703517420e+04,4.974400000000000349e-03,-1.032960000000000065e+02
4.630653266331658233e+04,4.974400000000000349e-03,-1.032960000000000065e+02
4.635678391959799046e+04,5.004909999999999567e-03,-1.034339999999999975e+02
4.640703517587939859e+04,5.004909999999999567e-03,-1.034339999999999975e+02
4.645728643216080673e+04,5.004909999999999567e-03,-1.036200000000000045e+02
4.650753768844221486e+04,5.004909999999999567e-03,-1.035780000000000030e+02
4.655778894472361571e+04,5.004909999999999567e-03,-1.035780000000000030e+02
4.660804020100502385e+04,5.035429999999999594e-03,-1.035300000000000011e+02
4.665829145728643198e+04,5.035429999999999594e-03,-1.035300000000000011e+02
4.670854271356784011e+04,5.065949999999999620e-03,-1.033020000000000067e+02
4.675879396984924824e+04,5.065949999999999620e-03,-1.034879999999999995e+02
4.680904522613065637e+04,5.065949999999999620e-03,-1.034459999999999980e+02
4.685929648241205723e+04,5.096469999999999646e-03,-1.036260000000000048e+02
4.690954773869346536e+04,5.096469999999999646e-03,-1.037639999999999958e+02
4.695979899497487349e+04,5.096469999999999646e-03,-1.037639999999999958e+02
4.701005025125628163e+04,5.126979999999999732e-03,-1.037219999999999942e+02
4.706030150753768976e+04,5.126979999999999732e-03,-1.037219999999999942e+02
4.711055276381909789e+04,5.126979999999999732e-03,-1.036740000000000066e+02
4.716080402010050602e+04,5.126979999999999732e-03,-1.034519999999999982e+02
4.721105527638190688e+04,5.126979999999999732e-03,-1.034519999999999982e+02
4.726130653266331501e+04,5.157499999999999758e-03,-1.035900000000000034e+02
4.731155778894472314e+04,5.157499999999999758e-03,-1.037699999999999960e+02
4.736180904522613127e+04,5.188019999999999785e-03,-1.037219999999999942e+02
4.741206030150753941e+04,5.188019999999999785e-03,-1.039020000000000010e+02
4.746231155778894754e+04,5.188019999999999785e-03,-1.038599999999999994e+02
4.751256281407034840e+04,5.218539999999999811e-03,-1.038119999999999976e+02
4.756281407035175653e+04,5.218539999999999811e-03,-1.038119999999999976e+02
4.761306532663316466e+04,5.249049999999999896e-03,-1.037699999999999960e+02
