# sens: 25
# slope: 3
# t_int: 8
# ref_v: 0.1
# freqini: 1freqfini: 100000n_med: 500Los datos estan ordenados de forma freqs, rs, ts.
1.000000000000000000e+00,6.103560000000000224e-05,-1.013100000000000023e+02
2.013987975951903877e+02,0.000000000000000000e+00,-9.000000000000000000e+01
4.017975951903807754e+02,3.051780000000000112e-05,-9.000000000000000000e+01
6.021963927855711063e+02,6.103560000000000224e-05,-9.000000000000000000e+01
8.025951903807615508e+02,6.103560000000000224e-05,-9.000000000000000000e+01
1.002993987975951995e+03,9.155319999999999615e-05,-9.000000000000000000e+01
1.203392785571142213e+03,1.220709999999999905e-04,-9.000000000000000000e+01
1.403791583166332657e+03,1.220709999999999905e-04,-9.000000000000000000e+01
1.604190380761523102e+03,1.831059999999999914e-04,-9.000000000000000000e+01
1.804589178356713546e+03,1.831059999999999914e-04,-9.000000000000000000e+01
2.004987975951903991e+03,2.136240000000000133e-04,-9.000000000000000000e+01
2.205386773547094435e+03,2.441419999999999810e-04,-9.000000000000000000e+01
2.405785571142284425e+03,2.441419999999999810e-04,-9.000000000000000000e+01
2.606184368737474870e+03,2.746599999999999758e-04,-9.000000000000000000e+01
2.806583166332665314e+03,3.051780000000000248e-04,-9.000000000000000000e+01
3.006981963927855759e+03,3.051780000000000248e-04,-9.000000000000000000e+01
3.207380761523046203e+03,3.356950000000000038e-04,-9.000000000000000000e+01
3.407779559118236648e+03,3.662129999999999986e-04,-9.000000000000000000e+01
3.608178356713427092e+03,3.967299999999999776e-04,-9.000000000000000000e+01
3.808577154308617537e+03,3.967299999999999776e-04,-9.000000000000000000e+01
4.008975951903807982e+03,4.272480000000000266e-04,-9.000000000000000000e+01
4.209374749498998426e+03,4.577660000000000214e-04,-9.000000000000000000e+01
4.409773547094188871e+03,4.577660000000000214e-04,-9.197400000000000375e+01
4.610172344689379315e+03,4.882849999999999777e-04,-9.184799999999999898e+01
4.810571142284568850e+03,5.188029999999999725e-04,-9.178799999999999670e+01
5.010969939879759295e+03,5.493199999999999516e-04,-9.173399999999999466e+01
5.211368737474949739e+03,5.493199999999999516e-04,-9.168600000000000705e+01
5.411767535070140184e+03,5.798379999999999463e-04,-9.159000000000000341e+01
5.612166332665330629e+03,6.103550000000000338e-04,-9.154800000000000182e+01
5.812565130260521073e+03,6.103550000000000338e-04,-9.150600000000000023e+01
6.012963927855711518e+03,6.408730000000000286e-04,-9.143399999999999750e+01
6.213362725450901962e+03,6.713900000000000076e-04,-9.139799999999999613e+01
6.413761523046092407e+03,6.713900000000000076e-04,-9.136199999999999477e+01
6.614160320641282851e+03,7.324259999999999972e-04,-9.130200000000000671e+01
6.814559118236473296e+03,7.324259999999999972e-04,-9.127200000000000557e+01
7.014957915831663740e+03,7.629429999999999762e-04,-9.248999999999999488e+01
7.215356713426854185e+03,7.934609999999999710e-04,-9.238800000000000523e+01
7.415755511022044629e+03,7.934609999999999710e-04,-9.233400000000000318e+01
7.616154308617235074e+03,8.239779999999999500e-04,-9.229200000000000159e+01
7.816553106212425519e+03,8.544960000000000533e-04,-9.220199999999999818e+01
8.016951903807615963e+03,8.544960000000000533e-04,-9.215999999999999659e+01
8.217350701402805498e+03,8.850130000000000323e-04,-9.211799999999999500e+01
8.417749498997996852e+03,9.155310000000000271e-04,-9.204600000000000648e+01
8.618148296593186387e+03,9.460490000000000219e-04,-9.201000000000000512e+01
8.818547094188377741e+03,9.460490000000000219e-04,-9.296399999999999864e+01
9.018945891783567276e+03,9.765699999999999555e-04,-9.290999999999999659e+01
9.219344689378758630e+03,1.007089999999999982e-03,-9.281399999999999295e+01
9.419743486973948166e+03,1.007089999999999982e-03,-9.277200000000000557e+01
9.620142284569137701e+03,1.037610000000000008e-03,-9.272400000000000375e+01
9.820541082164329055e+03,1.068120000000000094e-03,-9.264000000000000057e+01
1.002093987975951859e+04,1.098639999999999903e-03,-9.260399999999999920e+01
1.022133867735470994e+04,1.098639999999999903e-03,-9.256199999999999761e+01
1.042173747494989948e+04,1.129159999999999929e-03,-9.331799999999999784e+01
1.062213627254509083e+04,1.159679999999999956e-03,-9.326999999999999602e+01
1.082253507014028037e+04,1.159679999999999956e-03,-9.322199999999999420e+01
1.102293386773547172e+04,1.190190000000000041e-03,-9.313800000000000523e+01
